Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Sequence-Specific Double-Stranded DNA Binding (GO:1990837)	8/715	0.028287406438856556	0.206418682124669	0	0	2.335112773950206	8.32546765119233	NR4A1;PER1;JUN;EGR4;CEBPD;BHLHE40;ARID5A;ATF3
Sequence-Specific DNA Binding (GO:0043565)	8/717	0.02869549447409695	0.206418682124669	0	0	2.3282830580705824	8.267768425515488	NR4A1;CSRNP1;JUN;EGR4;CEBPD;BHLHE40;ARID5A;ATF3
Flap Endonuclease Activity (GO:0048256)	1/6	0.029923536019453228	0.206418682124669	0	0	39.788	139.62046670613728	SLX1A
G Protein-Coupled Acetylcholine Receptor Activity (GO:0016907)	1/6	0.029923536019453228	0.206418682124669	0	0	39.788	139.62046670613728	CHRM5
G Protein-Coupled Neurotransmitter Receptor Activity (GO:0099528)	1/6	0.029923536019453228	0.206418682124669	0	0	39.788	139.62046670613728	CHRM5
Lipoprotein Lipase Activity (GO:0004465)	1/6	0.029923536019453228	0.206418682124669	0	0	39.788	139.62046670613728	PNPLA3
Monosaccharide Transmembrane Transporter Activity (GO:0015145)	1/6	0.029923536019453228	0.206418682124669	0	0	39.788	139.62046670613728	SLC5A1
3',5'-cyclic-GMP Phosphodiesterase Activity (GO:0047555)	1/7	0.034823876845101125	0.206418682124669	0	0	33.155	111.31632143244033	PDE1C
C-C Chemokine Binding (GO:0019957)	1/7	0.034823876845101125	0.206418682124669	0	0	33.155	111.31632143244033	ZFP36
Crossover Junction DNA Endonuclease Activity (GO:0008821)	1/7	0.034823876845101125	0.206418682124669	0	0	33.155	111.31632143244033	SLX1A
Tropomyosin Binding (GO:0005523)	1/8	0.039699708710484755	0.206418682124669	0	0	28.417142857142856	91.68539448196991	S100A6
Lysophospholipid Acyltransferase Activity (GO:0071617)	1/8	0.039699708710484755	0.206418682124669	0	0	28.417142857142856	91.68539448196991	PNPLA3
Endodeoxyribonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016888)	1/8	0.039699708710484755	0.206418682124669	0	0	28.417142857142856	91.68539448196991	SLX1A
Nuclear Glucocorticoid Receptor Binding (GO:0035259)	1/8	0.039699708710484755	0.206418682124669	0	0	28.417142857142856	91.68539448196991	NR4A1
DNA Endonuclease Activity, Producing 3'-Phosphomonoesters (GO:0016889)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	SLX1A
cAMP Response Element Binding (GO:0035497)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	JUN
MAP Kinase Tyrosine Phosphatase Activity (GO:0033550)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	DUSP2
MAP Kinase Tyrosine/Serine/Threonine Phosphatase Activity (GO:0017017)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	DUSP2
Clathrin Heavy Chain Binding (GO:0032050)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	SNAP91
Protein Tyrosine/Threonine Phosphatase Activity (GO:0008330)	1/9	0.04455115272986353	0.206418682124669	0	0	24.86375	77.35404153540854	DUSP2
GDP Binding (GO:0019003)	2/67	0.04515408671477134	0.206418682124669	0	0	6.164413364413364	19.095346018873773	RRAS;GEM
BMP Receptor Binding (GO:0070700)	1/10	0.04937832948591827	0.20790875573018217	0	0	22.1	66.48218412151981	BMP6
Transmembrane Receptor Protein Serine/Threonine Kinase Binding (GO:0070696)	1/10	0.04937832948591827	0.20790875573018217	0	0	22.1	66.48218412151981	BMP6
Carbohydrate:Monoatomic Cation Symporter Activity (GO:0005402)	1/10	0.04937832948591827	0.20790875573018217	0	0	22.1	66.48218412151981	SLC5A1
D-glucose Transmembrane Transporter Activity (GO:0055056)	1/11	0.054181359025060244	0.20963683847192408	0	0	19.889	57.98475574455278	SLC5A1
cAMP Binding (GO:0030552)	1/11	0.054181359025060244	0.20963683847192408	0	0	19.889	57.98475574455278	PDE4B
Ionotropic Glutamate Receptor Binding (GO:0035255)	1/11	0.054181359025060244	0.20963683847192408	0	0	19.889	57.98475574455278	SHISA6
G Protein-Coupled Peptide Receptor Activity (GO:0008528)	2/77	0.05786472504393705	0.20963683847192408	0	0	5.3397979797979795	15.216540999135935	MAS1;BDKRB2
Titin Binding (GO:0031432)	1/12	0.05896036082022865	0.20963683847192408	0	0	18.08	51.18248959763659	TCAP
Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217)	1/12	0.05896036082022865	0.20963683847192408	0	0	18.08	51.18248959763659	RYR2
Protein Kinase A Catalytic Subunit Binding (GO:0034236)	1/12	0.05896036082022865	0.20963683847192408	0	0	18.08	51.18248959763659	RYR2
fatty-acyl-CoA Binding (GO:0000062)	1/13	0.06371545380395265	0.22161896975287876	0	0	16.5725	45.62953064886561	PNPLA3
1-Phosphatidylinositol Binding (GO:0005545)	1/14	0.06844675632813549	0.22349961250003425	0	0	15.296923076923077	41.02174509036264	SNAP91
Hyaluronic Acid Binding (GO:0005540)	1/14	0.06844675632813549	0.22349961250003425	0	0	15.296923076923077	41.02174509036264	TNFAIP6
MAP Kinase Phosphatase Activity (GO:0033549)	1/14	0.06844675632813549	0.22349961250003425	0	0	15.296923076923077	41.02174509036264	DUSP2
Calcium Channel Activity (GO:0005262)	2/91	0.07743443536284489	0.22740183356551857	0	0	4.49665191238225	11.503891140097565	RYR2;CACNA2D4
Hexose Transmembrane Transporter Activity (GO:0015149)	1/16	0.0778384605524974	0.22740183356551857	0	0	13.256	33.8441536611758	SLC5A1
Ionotropic Glutamate Receptor Activity (GO:0004970)	1/16	0.0778384605524974	0.22740183356551857	0	0	13.256	33.8441536611758	GRIK1
Water Transmembrane Transporter Activity (GO:0005372)	1/16	0.0778384605524974	0.22740183356551857	0	0	13.256	33.8441536611758	SLC5A1
Calcium-Release Channel Activity (GO:0015278)	1/17	0.0824990961274289	0.22740183356551857	0	0	12.426875	31.004654740919353	RYR2
RNA Polymerase Binding (GO:0070063)	1/17	0.0824990961274289	0.22740183356551857	0	0	12.426875	31.004654740919353	ZFP36
Nuclear Retinoic Acid Receptor Binding (GO:0042974)	1/17	0.0824990961274289	0.22740183356551857	0	0	12.426875	31.004654740919353	ARID5A
Glutamate Receptor Binding (GO:0035254)	1/18	0.0871364089944587	0.22740183356551857	0	0	11.695294117647059	28.539797811620943	SHISA6
Ligand-Gated Calcium Channel Activity (GO:0099604)	1/18	0.0871364089944587	0.22740183356551857	0	0	11.695294117647059	28.539797811620943	RYR2
1-Acylglycerol-3-Phosphate O-acyltransferase Activity (GO:0003841)	1/19	0.09175051464357865	0.22740183356551857	0	0	11.045	26.38299470978668	PNPLA3
R-SMAD Binding (GO:0070412)	1/19	0.09175051464357865	0.22740183356551857	0	0	11.045	26.38299470978668	JUN
Gap Junction Channel Activity (GO:0005243)	1/20	0.09634152806181742	0.22740183356551857	0	0	10.463157894736842	24.48228086178406	GJD4
Phosphatidylinositol Phospholipase C Activity (GO:0004435)	1/20	0.09634152806181742	0.22740183356551857	0	0	10.463157894736842	24.48228086178406	CHRM5
Lysophosphatidic Acid Acyltransferase Activity (GO:0042171)	1/20	0.09634152806181742	0.22740183356551857	0	0	10.463157894736842	24.48228086178406	PNPLA3
Acetylcholine Receptor Activity (GO:0015464)	1/20	0.09634152806181742	0.22740183356551857	0	0	10.463157894736842	24.48228086178406	CHRM5
Carboxylic Ester Hydrolase Activity (GO:0052689)	2/104	0.09717479971191827	0.22740183356551857	0	0	3.920974450386215	9.140747625827029	TNFAIP6;PNPLA3
Monoatomic Cation Channel Activity (GO:0005261)	2/105	0.09874787273969121	0.22740183356551857	0	0	3.882710601157203	8.98919496343208	UNC80;RYR2
DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)	4/348	0.09975453654889038	0.22740183356551857	0	0	2.3441620714456963	5.403393776029412	NR4A1;JUN;EGR4;ATF3
Triglyceride Lipase Activity (GO:0004806)	1/21	0.10090956364469886	0.22740183356551857	0	0	9.9395	22.79654712752873	PNPLA3
G Protein-Coupled Serotonin Receptor Activity (GO:0004993)	1/21	0.10090956364469886	0.22740183356551857	0	0	9.9395	22.79654712752873	CHRM5
Cyclic Nucleotide Binding (GO:0030551)	1/21	0.10090956364469886	0.22740183356551857	0	0	9.9395	22.79654712752873	PDE4B
Neurotransmitter Receptor Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:0099529)	1/21	0.10090956364469886	0.22740183356551857	0	0	9.9395	22.79654712752873	GRIK1
bHLH Transcription Factor Binding (GO:0043425)	1/22	0.10545473521199025	0.23085010318888433	0	0	9.465714285714286	21.292873143821897	BHLHE40
Protein Kinase A Regulatory Subunit Binding (GO:0034237)	1/22	0.10545473521199025	0.23085010318888433	0	0	9.465714285714286	21.292873143821897	RYR2
Phospholipase C Activity (GO:0004629)	1/23	0.10997715608373172	0.23085010318888433	0	0	9.035	19.944605351738733	CHRM5
mRNA 3'-UTR AU-rich Region Binding (GO:0035925)	1/23	0.10997715608373172	0.23085010318888433	0	0	9.035	19.944605351738733	ZFP36
Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138)	1/23	0.10997715608373172	0.23085010318888433	0	0	9.035	19.944605351738733	DUSP2
Double-Stranded DNA Binding (GO:0003690)	6/650	0.1110966121596506	0.23085010318888433	0	0	1.8883622098725072	4.14940228797171	NR4A1;JUN;EGR4;CEBPD;BHLHE40;ATF3
Glucose Transmembrane Transporter Activity (GO:0005355)	1/24	0.1144769389479113	0.23262338433063948	0	0	8.641739130434782	18.729948827545332	SLC5A1
Nuclear Receptor Binding (GO:0016922)	2/115	0.11485779601325323	0.23262338433063948	0	0	3.537320103691785	7.654974613889854	NR4A1;ARID5A
Wide Pore Channel Activity (GO:0022829)	1/25	0.11895419601985731	0.23790839203971462	0	0	8.28125	17.63092010472178	GJD4
Serotonin Receptor Activity (GO:0099589)	1/26	0.12340903889710428	0.24377094103131708	0	0	7.9496	16.63255792501928	CHRM5
DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific (GO:0001227)	3/243	0.12496397128805944	0.24383213909865256	0	0	2.5075255102040814	5.21497556023268	JUN;BHLHE40;ATF3
Protease Binding (GO:0002020)	2/125	0.13158352500252585	0.2519084303561967	0	0	3.248090662724809	6.587496385480861	SERPINE1;BDKRB2
G Protein-Coupled Amine Receptor Activity (GO:0008227)	1/28	0.13225192593700327	0.2519084303561967	0	0	7.36	14.889623310873223	CHRM5
Acylglycerol O-acyltransferase Activity (GO:0016411)	1/29	0.13664019062844118	0.2542143081459371	0	0	7.096785714285715	14.125471764544198	PNPLA3
Protein Tyrosine Kinase Activator Activity (GO:0030296)	1/29	0.13664019062844118	0.2542143081459371	0	0	7.096785714285715	14.125471764544198	LTK
General Transcription Initiation Factor Binding (GO:0140296)	1/30	0.14100648221984982	0.25932226615144793	0	0	6.8517241379310345	13.422181001815327	JUN
Phospholipase A2 Activity (GO:0004623)	1/31	0.1453509096429046	0.2613050060996038	0	0	6.623	12.773146899499723	PNPLA3
O-acyltransferase Activity (GO:0008374)	1/31	0.1453509096429046	0.2613050060996038	0	0	6.623	12.773146899499723	PNPLA3
Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315)	1/34	0.1582540881213493	0.27824894614742735	0	0	6.02	11.098191377587193	GRIK1
Solute:Sodium Symporter Activity (GO:0015370)	1/34	0.1582540881213493	0.27824894614742735	0	0	6.02	11.098191377587193	SLC5A1
Transmembrane Receptor Protein Kinase Activity (GO:0019199)	1/37	0.17096435931603904	0.28494059886006506	0	0	5.5175	9.745561183866672	LTK
Calcium Channel Regulator Activity (GO:0005246)	1/37	0.17096435931603904	0.28494059886006506	0	0	5.5175	9.745561183866672	GEM
Monoatomic Cation Transmembrane Transporter Activity (GO:0008324)	1/37	0.17096435931603904	0.28494059886006506	0	0	5.5175	9.745561183866672	UNC80
Monoatomic Ion Channel Activity (GO:0005216)	1/37	0.17096435931603904	0.28494059886006506	0	0	5.5175	9.745561183866672	UNC80
Sodium Channel Activity (GO:0005272)	1/37	0.17096435931603904	0.28494059886006506	0	0	5.5175	9.745561183866672	GRIK1
Transmitter-Gated Monoatomic Ion Channel Activity (GO:0022824)	1/40	0.18348457872210075	0.3026549752117126	0	0	5.092307692307692	8.634642472296688	GRIK1
Transcription Corepressor Binding (GO:0001222)	1/42	0.19172719853995251	0.3098621390544687	0	0	4.843414634146342	7.999779598830261	PER1
Lipase Activity (GO:0016298)	1/42	0.19172719853995251	0.3098621390544687	0	0	4.843414634146342	7.999779598830261	PNPLA3
CCR Chemokine Receptor Binding (GO:0048020)	1/44	0.1998874257748013	0.3198198812396821	0	0	4.617674418604651	7.434460163948317	CCL2
Kinase Binding (GO:0019900)	4/460	0.20334589229295638	0.3221321066027032	0	0	1.758274552360282	2.800662076913956	CNKSR2;PER1;ZFP36;SNAP91
Voltage-Gated Calcium Channel Activity (GO:0005245)	1/47	0.21197506205285443	0.3325099012593795	0	0	4.315869565217391	6.695150809691267	CACNA2D4
Transcription Cis-Regulatory Region Binding (GO:0000976)	4/474	0.21808606860420843	0.3359780504352437	0	0	1.7046720772099144	2.595986267919865	PER1;JUN;ARID5A;ATF3
Receptor Ligand Activity (GO:0048018)	3/319	0.2183857327829084	0.3359780504352437	0	0	1.8970873159390338	2.886403863772989	LIF;GDF5;BMP6
Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)	1/50	0.22388186624120487	0.34115331998659787	0	0	4.051020408163265	6.062906014187368	LTK
Serine-Type Endopeptidase Inhibitor Activity (GO:0004867)	1/53	0.23561051694391522	0.35563851614175884	0	0	3.816730769230769	5.5173713039326815	SERPINE1
Myosin Binding (GO:0017022)	1/54	0.2394809348002207	0.358102332411545	0	0	3.7445283018867923	5.351984913808453	MYLK2
DNA Binding (GO:0003677)	6/846	0.25575591412385035	0.37606382003809424	0	0	1.4330075187969924	1.9539512495658207	NR4A1;CSRNP1;PER1;JUN;EGR4;ARID5A
Protein Kinase Binding (GO:0019901)	4/511	0.2583255664720378	0.37606382003809424	0	0	1.5772585859818216	2.1348740756115268	CNKSR2;RYR2;ZFP36;SNAP91
Receptor Tyrosine Kinase Binding (GO:0030971)	1/59	0.2585438762761898	0.37606382003809424	0	0	3.4208620689655174	4.627365451254883	GRB14
GTP Binding (GO:0005525)	2/201	0.26980569471058036	0.38890910949272844	0	0	1.9998984823105426	2.619973462974472	RRAS;GEM
Calcium Ion Transmembrane Transporter Activity (GO:0015085)	1/68	0.2916725002039585	0.41667500029136934	0	0	2.96	3.6470860951483375	RYR2
Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	1/73	0.30943956761110974	0.43049769278133565	0	0	2.75375	3.230127997864633	SNAP91
Ligand-Gated Monoatomic Cation Channel Activity (GO:0099094)	1/75	0.31642220211820793	0.43049769278133565	0	0	2.679054054054054	3.082728224607932	GRIK1
Guanyl Ribonucleotide Binding (GO:0032561)	2/226	0.3164707163643456	0.43049769278133565	0	0	1.7744408369408369	2.041537772064177	RRAS;GEM
Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)	7/1098	0.3187214832945032	0.43049769278133565	0	0	1.2837724515864812	1.4679137560571531	NR4A1;PER1;JUN;EGR4;CEBPD;BHLHE40;ATF3
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843)	1/76	0.3198872584361592	0.43049769278133565	0	0	2.6432	3.012684106726311	CACNA2D4
Protein Tyrosine Phosphatase Activity (GO:0004725)	1/76	0.3198872584361592	0.43049769278133565	0	0	2.6432	3.012684106726311	DUSP2
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)	2/228	0.32018265900611836	0.43049769278133565	0	0	1.7585590417448824	2.002758945534693	JUN;BHLHE40
Phospholipase Activity (GO:0004620)	1/77	0.3233349233565592	0.43111323114207895	0	0	2.6082894736842106	2.9449324719657453	PNPLA3
Potassium Channel Activity (GO:0005267)	1/79	0.3301784243727234	0.4365995694184772	0	0	2.541153846153846	2.8159087128385996	GRIK1
RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)	7/1122	0.3384699807470328	0.44389505671742	0	0	1.2545367808415226	1.3590646270135918	NR4A1;PER1;JUN;EGR4;CEBPD;BHLHE40;ATF3
Chromatin DNA Binding (GO:0031490)	1/83	0.3436605040190848	0.4470380540085656	0	0	2.4167073170731705	2.58128754036176	PER1
Growth Factor Activity (GO:0008083)	1/85	0.3503004350615984	0.448384556878846	0	0	2.3589285714285713	2.4744314019592206	LIF
Protein Tyrosine Kinase Binding (GO:1990782)	1/85	0.3503004350615984	0.448384556878846	0	0	2.3589285714285713	2.4744314019592206	GRB14
Phosphatidylinositol Bisphosphate Binding (GO:1902936)	1/93	0.37620157104987745	0.47395473518094794	0	0	2.1529347826086958	2.1047740320130703	SNAP91
mRNA 3'-UTR Binding (GO:0003730)	1/93	0.37620157104987745	0.47395473518094794	0	0	2.1529347826086958	2.1047740320130703	ZFP36
GTPase Activity (GO:0003924)	2/265	0.3877471513844857	0.4757612798232787	0	0	1.5083150900641396	1.4289804667070904	RRAS;GEM
Cysteine-Type Deubiquitinase Activity (GO:0004843)	1/98	0.3918678339774621	0.4757612798232787	0	0	2.0414432989690723	1.9124866614141072	USP6
Transcription Coregulator Binding (GO:0001221)	1/99	0.39495401804480124	0.4757612798232787	0	0	2.0205102040816327	1.8770255527718125	PER1
Protein Tyrosine Kinase Activity (GO:0004713)	1/99	0.39495401804480124	0.4757612798232787	0	0	2.0205102040816327	1.8770255527718125	LTK
Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	2/270	0.39667204819869945	0.4757612798232787	0	0	1.47979797979798	1.3682884167753662	RRAS;GEM
Cytokine Receptor Binding (GO:0005126)	1/100	0.3980246944821334	0.4757612798232787	0	0	2.0	1.8424824583699577	LIF
Ubiquitin Protein Ligase Binding (GO:0031625)	2/271	0.39845007185199594	0.4757612798232787	0	0	1.4742217716195412	1.356539186439344	PER1;JUN
Phosphatidylinositol Binding (GO:0035091)	1/106	0.41612738529333887	0.4879968885570511	0	0	1.8851428571428572	1.6528251110148593	SNAP91
Cysteine-Type Endopeptidase Activity (GO:0004197)	1/106	0.41612738529333887	0.4879968885570511	0	0	1.8851428571428572	1.6528251110148593	USP6
DNA-binding Transcription Factor Binding (GO:0140297)	2/282	0.41784733582697503	0.4879968885570511	0	0	1.4155122655122656	1.2352314038600083	JUN;BHLHE40
RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)	7/1225	0.4245415630064112	0.4922221020364188	0	0	1.1421496698459281	0.9785314386614277	NR4A1;PER1;JUN;EGR4;CEBPD;BHLHE40;ATF3
Ubiquitin-Like Protein Ligase Binding (GO:0044389)	2/289	0.4300295017526116	0.49499798762890546	0	0	1.380494843909478	1.1650016197105957	PER1;JUN
Endopeptidase Inhibitor Activity (GO:0004866)	1/112	0.4336909170748102	0.49539503838737986	0	0	1.7827027027027027	1.4893111452625565	SERPINE1
Deubiquitinase Activity (GO:0101005)	1/113	0.43656687757887847	0.49539503838737986	0	0	1.7666964285714286	1.4642622076265737	USP6
Metal Ion Binding (GO:0046872)	3/521	0.4917983645048993	0.5541390022590414	0	0	1.145358915767079	0.8128457312364095	TNFAIP6;S100A6;GEM
Protein Serine/Threonine Kinase Activity (GO:0004674)	2/342	0.5176055784442132	0.5765482406357171	0	0	1.1621509209744505	0.7653249109477498	MYLK2;MYLK3
Cysteine-Type Peptidase Activity (GO:0008234)	1/144	0.5188934165721454	0.5765482406357171	0	0	1.3815384615384616	0.9063676744755231	USP6
Calcium Ion Binding (GO:0005509)	2/346	0.5238527289234953	0.5780443905362707	0	0	1.1484026309607704	0.7424936182480392	TNFAIP6;S100A6
Magnesium Ion Binding (GO:0000287)	1/155	0.5451447847938456	0.5974189422398308	0	0	1.2821428571428573	0.7778810197667608	GEM
Small GTPase Binding (GO:0031267)	1/199	0.6367002118277021	0.6930070332818526	0	0	0.995	0.4491990774666484	EXPH5
Protein Homodimerization Activity (GO:0042803)	3/662	0.654282051204083	0.706931373480852	0	0	0.8937474838190208	0.3791426524963952	BHLHE40;S100A6;ATF3
GTPase Activator Activity (GO:0005096)	1/211	0.6583298415540434	0.706931373480852	0	0	0.9375714285714286	0.3919509803107658	JUN
GTPase Binding (GO:0051020)	1/225	0.6819572808875657	0.7274210996134034	0	0	0.8783482142857143	0.3362213855825798	EXPH5
Purine Ribonucleoside Triphosphate Binding (GO:0035639)	2/476	0.6968180017402219	0.7383502005194404	0	0	0.8278992456207646	0.2990628880450541	RRAS;GEM
Microtubule Binding (GO:0008017)	1/239	0.7039658710824386	0.7410167064025669	0	0	0.82609243697479	0.2899794302534866	KIF19
G Protein-Coupled Receptor Activity (GO:0004930)	1/250	0.7201945046925207	0.7531445800706099	0	0	0.7891566265060241	0.2590280030382405	MAS1
mRNA Binding (GO:0003729)	1/282	0.7625633212496389	0.7922735805191052	0	0	0.6981494661921708	0.18924718708164848	ZFP36
Adenyl Ribonucleotide Binding (GO:0032559)	1/309	0.7933235026038798	0.8189145833330372	0	0	0.6360714285714286	0.14726592402325198	PDE4B
Cadherin Binding (GO:0045296)	1/319	0.8036853150264114	0.8221068363117469	0	0	0.615754716981132	0.13457164516763928	OLFM4
Tubulin Binding (GO:0015631)	1/322	0.8066923331309016	0.8221068363117469	0	0	0.6099065420560748	0.13101581198077614	KIF19
Endopeptidase Activity (GO:0004175)	1/335	0.8192044051361641	0.829574081150546	0	0	0.5857784431137725	0.11681690210661912	USP6
GTPase Regulator Activity (GO:0030695)	1/424	0.8857879164156369	0.8913589096006409	0	0	0.4604255319148936	0.05583936289460772	JUN
RNA Binding (GO:0003723)	2/1411	0.9947201911948582	0.9947201911948582	0	0	0.26510670939343756	0.001403420904408647	ZFP36;JUN
